No	music_no	member_no	date	amount
8062	273	32	2019-04-28	5
8063	41	32	2018-08-20	3
8064	206	32	2018-05-12	4
8065	35	32	2018-12-20	1
8066	281	32	2018-10-27	2
8067	45	32	2018-12-08	7
8068	202	32	2018-05-07	10
8069	3	32	2018-08-11	7
8070	37	32	2018-08-28	10
8071	131	32	2018-08-28	3
8072	231	32	2019-04-26	3
8073	179	32	2018-12-29	10
8074	50	32	2018-09-15	10
8075	280	32	2018-09-15	5
8076	148	32	2018-09-10	2
8077	58	32	2019-03-23	6
8078	233	32	2019-01-15	3
8079	120	32	2019-01-19	9
8080	31	32	2018-07-02	3
8081	229	32	2018-12-16	1
8082	53	32	2018-08-05	1
8083	299	32	2018-09-13	8
8084	241	32	2019-02-07	2
8085	75	32	2019-03-16	7
8086	13	32	2018-07-16	10
8087	44	32	2019-03-02	1
8088	300	32	2018-12-13	2
8089	72	32	2018-12-25	3
8090	312	32	2019-03-02	8
8091	284	32	2018-08-20	5
8092	245	32	2019-02-09	4
8093	164	32	2018-06-13	9
8094	248	32	2019-03-08	3
8095	165	32	2018-08-25	10
8096	73	32	2018-09-29	8
8097	22	32	2019-05-13	5
8098	141	32	2019-02-25	7
8099	278	33	2019-04-29	8
8100	264	33	2018-12-26	9
8101	177	33	2019-01-15	6
8102	297	33	2019-02-07	6
8103	204	33	2018-05-04	4
8104	296	33	2019-03-01	4
8105	94	33	2018-10-14	1
8106	123	33	2019-02-20	3
8107	193	33	2019-04-25	5
8108	260	33	2018-12-22	9
8109	43	33	2018-12-07	2
8110	280	33	2018-12-25	5
8111	165	33	2019-03-27	3
8112	253	33	2018-07-20	4
8113	281	33	2018-06-20	6
8114	57	33	2018-05-07	2
8115	159	33	2018-06-19	8
8116	9	33	2018-10-05	2
8117	112	33	2018-06-17	3
8118	158	33	2018-11-18	3
8119	106	33	2019-04-01	7
8120	99	33	2018-09-12	10
8121	34	33	2019-03-09	8
8122	182	33	2018-05-13	9
8123	222	33	2018-12-24	7
8124	5	33	2018-05-29	2
8125	68	33	2018-10-10	5
8126	76	33	2019-02-11	10
8127	88	33	2019-02-18	3
8128	130	33	2019-02-08	10
8129	87	33	2018-08-19	6
8130	293	33	2019-02-04	4
8131	215	33	2019-04-26	5
8132	97	33	2019-03-29	3
8133	184	33	2019-04-08	7
8134	33	33	2019-02-14	9
8135	221	33	2018-07-19	5
8136	107	33	2019-01-26	7
8137	294	33	2018-10-15	8
8138	185	33	2018-10-31	10
8139	227	33	2018-07-19	7
8140	44	33	2019-01-07	2
8141	226	33	2019-03-11	1
8142	233	33	2018-07-20	6
8143	73	33	2018-06-24	6
8144	132	33	2018-11-17	9
8145	128	33	2018-07-12	7
8146	262	33	2018-09-07	10
8147	103	33	2018-08-19	2
8148	36	33	2019-04-01	9
8149	312	33	2018-08-17	10
8150	286	33	2019-02-20	1
8151	85	33	2018-07-03	7
8152	299	33	2019-02-10	8
8153	100	33	2019-04-19	2
8154	315	33	2018-05-15	7
8155	173	33	2019-04-20	5
8156	202	33	2019-04-27	1
8157	295	33	2019-05-24	1
8158	169	33	2018-10-25	7
8159	201	33	2018-10-21	9
8160	245	33	2018-05-19	1
8161	219	33	2018-07-14	10
8162	181	33	2019-04-01	10
8163	140	33	2019-02-20	5
8164	155	33	2018-11-03	6
8165	48	33	2018-11-25	4
8166	282	33	2018-11-19	3
8167	274	33	2018-11-03	6
8168	174	33	2019-01-04	4
8169	285	33	2018-09-19	2
8170	283	33	2018-12-21	4
8171	179	33	2018-05-31	10
8172	186	33	2018-06-11	1
8173	213	33	2019-01-18	4
8174	156	33	2018-10-15	1
8175	24	33	2019-02-05	10
8176	142	33	2019-02-07	4
8177	170	33	2018-06-08	7
8178	178	33	2019-01-25	5
8179	244	33	2019-05-07	10
8180	308	33	2019-03-08	6
8181	265	33	2019-03-22	9
8182	29	33	2019-03-19	10
8183	195	33	2018-12-13	7
8184	96	33	2018-08-17	3
8185	318	33	2018-08-22	5
8186	42	33	2019-02-18	6
8187	21	33	2018-08-31	4
8188	250	33	2019-05-18	3
8189	152	33	2018-08-18	2
8190	32	33	2019-04-18	5
8191	192	33	2019-02-16	2
8192	111	33	2018-09-20	1
8193	175	33	2018-10-12	2
8194	188	33	2018-07-05	9
8195	236	33	2019-04-11	5
8196	81	33	2018-05-05	9
8197	163	33	2019-01-28	7
8198	26	33	2018-10-08	2
8199	126	33	2018-12-24	8
8200	110	33	2019-01-13	7
8201	40	33	2018-08-23	3
8202	49	33	2019-02-15	3
8203	122	33	2018-06-09	8
8204	70	33	2019-03-04	9
8205	258	33	2019-02-23	9
8206	108	33	2018-12-21	5
8207	191	33	2018-09-04	2
8208	272	33	2019-02-24	10
8209	92	33	2019-04-09	8
8210	200	33	2018-06-02	4
8211	267	33	2018-06-03	7
8212	224	33	2018-10-24	3
8213	292	33	2018-08-26	4
8214	305	33	2018-11-16	1
8215	240	33	2018-08-30	3
8216	217	33	2018-06-27	10
8217	194	33	2018-05-06	1
8218	22	33	2018-07-12	10
8219	64	33	2018-05-06	10
8220	162	33	2018-04-25	9
8221	288	33	2018-11-25	4
8222	242	33	2018-05-03	3
8223	75	33	2018-04-29	4
8224	306	33	2019-05-20	8
8225	14	33	2018-10-06	8
8226	261	33	2018-07-06	5
8227	83	33	2019-03-29	10
8228	79	33	2019-03-16	7
8229	10	33	2019-01-24	4
8230	137	33	2019-04-12	6
8231	51	33	2018-11-01	6
8232	223	33	2018-10-23	9
8233	214	33	2018-10-30	5
8234	23	33	2018-04-25	2
8235	113	33	2018-11-01	7
8236	239	33	2019-03-27	10
8237	167	33	2018-08-26	6
8238	62	33	2018-11-14	1
8239	208	33	2018-09-10	6
8240	210	33	2018-07-07	4
8241	38	33	2018-11-30	1
8242	105	33	2019-04-15	3
8243	235	33	2018-08-02	6
8244	203	33	2018-06-01	8
8245	319	33	2018-08-23	2
8246	234	33	2019-02-08	10
8247	225	33	2019-04-18	8
8248	35	33	2018-08-16	10
8249	118	33	2018-06-07	2
8250	248	33	2018-08-12	8
8251	290	33	2018-08-03	5
8252	269	33	2018-08-05	9
8253	268	33	2018-08-08	4
8254	254	33	2019-02-19	1
8255	216	33	2018-08-14	9
8256	317	33	2019-03-23	5
8257	150	33	2019-03-05	10
8258	309	33	2019-02-18	9
8259	125	33	2019-02-06	1
8260	104	33	2018-11-14	9
8261	4	33	2019-01-12	7
8262	136	33	2019-02-05	8
8263	298	33	2018-07-27	3
8264	171	33	2018-09-14	4
8265	30	33	2018-08-06	2
8266	144	33	2018-12-17	4
8267	78	33	2018-10-19	5
8268	153	33	2018-04-23	10
8269	133	33	2018-06-03	6
8270	121	33	2019-02-20	6
8271	131	33	2018-12-27	9
8272	18	33	2018-11-20	2
8273	65	33	2019-04-15	1
8274	60	33	2018-04-26	6
8275	147	33	2019-03-30	9
8276	196	33	2018-10-07	8
8277	307	33	2018-10-31	4
8278	207	33	2019-04-04	1
8279	230	33	2019-01-25	5
8280	168	33	2018-09-12	3
8281	46	33	2019-02-24	8
8282	237	33	2018-10-19	1
8283	161	33	2018-08-28	9
8284	61	33	2018-08-20	10
8285	71	33	2019-04-14	6
8286	17	33	2018-11-30	7
8287	287	33	2018-08-02	2
8288	52	33	2018-09-03	10
8289	13	33	2018-07-20	8
8290	135	33	2018-06-14	9
8291	229	33	2019-01-28	4
8292	120	33	2018-10-12	9
8293	90	33	2018-12-23	5
8294	117	33	2018-09-29	1
8295	320	33	2018-07-22	1
8296	257	33	2019-04-21	8
8297	157	33	2018-07-28	4
8298	300	33	2019-04-30	10
8299	279	33	2018-04-25	10
8300	209	33	2018-11-18	1
8301	91	33	2018-06-15	4
8302	74	33	2018-09-14	5
8303	164	33	2018-09-03	5
8304	84	33	2018-06-03	5
8305	247	33	2018-05-10	7
8306	205	33	2018-07-17	7
8307	119	33	2019-03-20	7
8308	95	33	2019-02-24	6
8309	25	33	2018-09-18	1
8310	231	33	2019-03-27	4
8311	102	33	2019-05-05	7
8312	310	33	2018-07-10	2
8313	20	33	2019-01-08	9
8314	187	33	2019-04-27	2
8315	145	33	2018-11-06	9
8316	270	33	2019-02-12	7
8317	89	33	2018-07-04	4
8318	139	33	2018-10-01	2
8319	114	33	2019-01-05	1
8320	259	33	2018-07-30	8
8321	59	33	2018-07-24	6
8322	69	33	2018-06-26	5
8323	256	33	2019-03-06	8
8324	154	33	2018-08-02	9
8325	313	33	2019-02-27	10
8326	27	33	2018-06-21	9
8327	304	33	2018-10-09	9
8328	273	33	2019-05-19	1
8329	15	33	2018-09-08	10
8330	302	33	2018-06-02	6
8331	53	33	2019-04-02	10
8332	50	33	2019-03-31	1
8333	151	33	2018-05-09	4
8334	55	33	2018-09-05	1
8335	183	33	2019-01-31	7
8336	58	33	2018-04-25	10
8337	284	33	2019-02-25	1
8338	189	33	2018-10-19	9
8339	63	33	2018-09-29	4
8340	41	33	2018-10-04	7
8341	101	33	2018-05-16	7
8342	129	33	2018-11-22	7
8343	212	33	2018-07-16	6
8344	289	33	2018-05-28	5
8345	303	33	2018-12-29	9
8346	98	33	2019-03-18	4
8347	130	34	2019-01-03	6
8348	224	34	2018-07-31	9
8349	163	34	2019-02-10	1
8350	307	34	2018-07-18	5
8351	264	34	2018-05-16	10
8352	273	34	2019-01-08	2
8353	25	34	2019-03-13	9
8354	75	34	2018-07-27	6
8355	189	34	2018-11-09	1
8356	259	34	2019-05-18	3
8357	121	34	2019-01-10	9
8358	148	34	2018-05-21	6
8359	64	34	2018-06-13	9
8360	232	34	2019-05-20	1
8361	79	34	2018-09-17	7
8362	248	34	2018-07-29	4
8363	202	34	2018-09-26	9
8364	152	34	2019-02-06	10
8365	255	34	2018-04-27	7
8366	93	34	2019-01-09	4
8367	214	34	2018-07-21	5
8368	317	34	2018-05-15	8
8369	129	34	2019-03-15	9
8370	253	34	2018-12-06	7
8371	94	34	2018-07-09	4
8372	266	34	2018-04-29	1
8373	309	34	2018-09-27	8
8374	135	34	2019-04-23	10
8375	32	34	2018-08-30	6
8376	69	34	2019-03-29	4
8377	151	34	2019-01-22	1
8378	80	34	2018-10-11	3
8379	210	34	2019-01-22	4
8380	10	34	2019-05-24	7
8381	54	34	2018-10-01	3
8382	74	34	2018-10-26	10
8383	86	34	2018-10-16	5
8384	269	34	2018-12-12	4
8385	89	34	2018-08-22	2
8386	77	34	2018-07-18	6
8387	241	34	2018-06-28	5
8388	251	34	2019-03-29	9
8389	267	34	2018-12-11	10
8390	26	34	2019-01-02	4
8391	319	34	2018-12-22	9
8392	183	34	2018-11-01	7
8393	114	34	2018-06-13	8
8394	280	34	2018-06-13	1
8395	308	34	2019-02-07	6
8396	200	34	2018-12-19	1
8397	61	34	2019-02-03	9
8398	62	34	2018-07-12	6
8399	257	34	2018-11-26	3
8400	260	34	2018-07-05	10
8401	116	34	2019-05-05	8
8402	300	34	2018-05-29	7
8403	35	34	2019-02-22	3
8404	182	34	2018-09-21	8
8405	102	34	2018-05-12	5
8406	169	34	2019-04-17	6
8407	252	34	2018-09-29	3
8408	268	34	2018-09-11	6
8409	228	34	2018-12-28	8
8410	5	34	2019-03-18	9
8411	16	34	2018-05-27	2
8412	303	34	2019-02-21	3
8413	52	34	2018-08-31	9
8414	237	34	2019-05-04	7
8415	154	34	2018-11-17	7
8416	219	34	2018-08-01	7
8417	223	34	2018-12-05	4
8418	310	34	2018-08-10	4
8419	233	34	2019-04-16	7
8420	281	34	2018-11-20	10
8421	302	34	2018-12-27	8
8422	9	34	2018-07-01	5
8423	263	34	2018-11-15	7
8424	168	34	2018-05-24	2
8425	76	34	2019-04-28	10
8426	100	34	2019-05-09	9
8427	153	34	2019-01-08	9
8428	139	34	2018-07-18	1
8429	117	34	2018-10-07	7
8430	274	34	2019-01-06	8
8431	221	34	2018-08-09	6
8432	314	34	2018-09-09	1
8433	101	34	2018-08-20	8
8434	63	34	2019-02-01	8
8435	192	34	2018-11-23	2
8436	60	34	2018-06-19	10
8437	113	34	2018-08-30	6
8438	105	34	2018-12-07	2
8439	208	34	2018-07-15	10
8440	21	34	2019-05-16	2
8441	14	34	2018-05-18	1
8442	229	34	2018-10-10	6
8443	286	34	2019-04-21	7
8444	88	34	2019-05-06	2
8445	294	34	2018-10-23	6
8446	68	34	2018-06-22	9
8447	34	34	2018-08-09	4
8448	90	34	2018-08-13	3
8449	176	34	2019-02-26	1
8450	15	34	2018-05-01	3
8451	293	34	2019-04-06	3
8452	19	34	2018-06-10	5
8453	42	34	2018-07-12	4
8454	284	34	2019-05-03	2
8455	217	34	2019-01-11	9
8456	103	34	2018-09-06	1
8457	320	34	2018-06-09	6
8458	82	34	2018-11-26	4
8459	65	34	2018-06-12	3
8460	144	34	2018-08-13	7
8461	149	34	2018-10-04	10
8462	47	34	2018-08-05	7
8463	134	34	2018-10-16	5
8464	96	34	2019-02-10	10
8465	242	34	2018-11-22	10
8466	128	34	2018-05-01	3
8467	120	34	2019-05-08	6
8468	159	34	2019-01-02	9
8469	133	34	2018-08-20	1
8470	197	34	2019-05-24	2
8471	261	34	2019-03-21	3
8472	158	34	2019-04-27	5
8473	33	34	2018-05-25	4
8474	155	34	2018-12-22	5
8475	36	34	2018-06-23	3
8476	258	34	2019-01-06	7
8477	72	34	2019-05-23	7
8478	295	34	2018-04-22	10
8479	127	34	2019-04-16	5
8480	225	34	2018-06-16	3
8481	247	34	2019-02-01	2
8482	44	34	2018-09-25	1
8483	145	34	2019-03-16	2
8484	230	34	2019-04-14	1
8485	48	34	2019-02-24	9
8486	205	34	2018-07-29	5
8487	178	34	2018-07-09	2
8488	99	34	2018-08-21	6
8489	186	34	2018-11-10	1
8490	39	34	2019-04-27	5
8491	162	34	2018-05-02	1
8492	71	34	2018-06-29	9
8493	110	34	2018-12-10	7
8494	87	34	2018-09-01	3
8495	126	34	2018-10-22	3
8496	53	34	2018-07-15	4
8497	171	34	2018-05-24	3
8498	184	34	2018-08-05	1
8499	316	34	2019-05-10	10
8500	125	34	2018-12-21	4
8501	49	34	2018-12-22	5
8502	164	34	2019-03-26	2
8503	275	34	2019-01-04	6
8504	131	34	2018-09-14	6
8505	141	34	2018-05-19	2
8506	244	34	2019-02-12	6
8507	199	34	2019-02-01	8
8508	13	34	2018-08-27	5
8509	167	34	2018-08-10	5
8510	277	34	2018-10-16	6
8511	2	34	2018-07-07	8
8512	188	34	2018-12-12	1
8513	81	34	2019-01-04	10
8514	250	34	2018-10-28	10
8515	123	34	2018-06-03	5
8516	256	34	2018-08-27	7
8517	240	34	2018-08-24	3
8518	304	34	2019-02-02	3
8519	17	34	2018-04-28	3
8520	265	34	2019-05-03	1
8521	306	34	2019-05-15	9
8522	204	34	2019-04-01	3
8523	97	34	2018-06-08	8
8524	180	34	2019-03-04	5
8525	8	34	2018-11-05	10
8526	185	34	2018-08-18	10
8527	1	34	2018-05-28	9
8528	84	34	2018-12-01	3
8529	299	34	2018-07-31	4
8530	3	34	2018-12-09	4
8531	296	34	2018-10-03	8
8532	41	34	2018-10-17	2
8533	30	34	2018-07-01	9
8534	83	34	2018-06-17	3
8535	311	34	2018-06-24	2
8536	28	34	2018-09-26	9
8537	56	34	2018-07-22	7
8538	55	34	2018-11-07	7
8539	290	34	2018-08-22	7
8540	235	34	2019-04-11	5
8541	22	34	2019-01-04	9
8542	156	34	2019-05-19	1
8543	175	34	2018-05-18	1
8544	289	34	2019-04-16	4
8545	78	34	2018-05-31	4
8546	118	34	2018-05-17	10
8547	190	34	2018-05-17	7
8548	203	34	2018-04-23	6
8549	109	34	2018-10-12	4
8550	305	34	2018-07-25	6
8551	166	34	2018-04-23	2
8552	249	34	2019-01-17	6
8553	220	34	2018-11-30	1
8554	213	34	2018-12-22	10
8555	172	34	2019-02-05	2
8556	146	34	2019-03-22	2
8557	187	34	2018-11-14	7
8558	315	34	2018-11-30	9
8559	122	34	2018-05-19	10
8560	106	34	2018-08-30	2
8561	138	34	2019-01-03	2
8562	227	34	2018-09-01	1
8563	38	34	2018-12-27	2
8564	119	34	2018-09-16	3
8565	157	34	2018-05-22	10
8566	198	34	2019-04-27	5
8567	288	34	2019-04-04	1
8568	174	34	2018-08-08	6
8569	239	34	2018-10-11	2
8570	150	34	2018-12-03	3
8571	209	34	2018-06-18	7
8572	271	34	2018-06-12	1
8573	212	34	2018-12-29	4
8574	278	34	2018-09-29	4
8575	165	34	2018-10-13	10
8576	291	34	2018-08-17	8
8577	179	34	2018-07-14	2
8578	243	34	2018-11-04	3
8579	132	34	2018-06-11	2
8580	287	34	2018-05-12	8
8581	59	34	2018-12-21	6
8582	236	34	2019-04-11	8
8583	107	34	2018-05-12	9
8584	11	34	2018-12-20	10
8585	27	34	2019-05-24	4
8586	246	34	2018-06-16	9
8587	218	34	2019-04-07	8
8588	191	34	2018-07-28	7
8589	313	34	2018-11-17	8
8590	66	34	2018-07-04	10
8591	112	34	2019-01-01	8
8592	46	34	2018-12-03	5
8593	216	34	2018-08-24	3
8594	37	34	2019-05-17	5
8595	136	34	2018-06-08	9
8596	91	34	2018-12-13	2
8597	206	34	2018-10-31	1
8598	104	34	2019-02-13	2
8599	283	34	2018-04-25	10
8600	29	34	2018-09-23	8
8601	211	34	2019-05-18	6
8602	217	35	2019-04-12	6
8603	214	35	2018-05-12	2
8604	187	35	2019-03-03	3
8605	180	35	2018-07-12	10
8606	28	35	2019-05-10	5
8607	289	35	2018-06-05	4
8608	235	35	2018-10-10	10
8609	29	35	2018-05-03	6
8610	69	35	2018-06-06	5
8611	145	35	2018-05-07	1
8612	226	35	2019-01-21	4
8613	72	35	2018-09-13	1
8614	209	35	2018-09-12	2
8615	148	35	2018-07-04	9
8616	183	35	2019-03-28	7
8617	216	35	2018-06-16	7
8618	257	35	2018-06-25	3
8619	31	35	2019-05-04	7
8620	197	35	2018-07-17	9
8621	181	35	2019-03-06	8
8622	295	35	2018-10-06	8
8623	156	35	2018-11-15	7
8624	284	35	2018-06-18	5
8625	297	35	2018-06-04	5
8626	57	35	2018-08-30	2
8627	48	35	2018-05-29	9
8628	149	35	2019-01-04	8
8629	275	35	2019-05-25	1
8630	316	35	2019-04-11	7
8631	40	35	2018-11-13	7
8632	109	35	2018-08-13	6
8633	130	35	2018-04-27	7
8634	78	35	2019-05-04	10
8635	171	35	2019-03-31	4
8636	228	35	2019-03-29	5
8637	103	35	2018-06-14	5
8638	320	35	2018-11-30	3
8639	77	35	2018-04-24	9
8640	21	35	2018-09-11	3
8641	96	35	2018-08-29	1
8642	61	35	2019-04-28	8
8643	90	35	2019-05-24	5
8644	120	35	2018-08-31	10
8645	265	35	2018-05-16	2
8646	302	35	2018-12-03	2
8647	204	35	2018-10-06	6
8648	58	35	2018-09-12	9
8649	267	35	2019-04-27	4
8650	299	35	2019-01-17	3
8651	94	35	2018-06-17	2
8652	194	35	2018-06-02	6
8653	104	35	2018-07-05	5
8654	312	35	2018-07-20	5
8655	242	35	2019-04-18	10
8656	268	35	2019-01-16	4
8657	292	35	2019-01-03	3
8658	308	35	2018-08-27	7
8659	317	35	2018-07-04	2
8660	74	35	2019-03-14	7
8661	318	35	2018-07-27	6
8662	164	35	2018-07-26	8
8663	73	35	2019-05-04	5
8664	100	35	2019-05-21	10
8665	39	35	2018-07-11	6
8666	237	35	2018-12-22	6
8667	167	35	2019-05-03	3
8668	33	35	2018-06-10	7
8669	84	35	2018-08-24	1
8670	119	35	2018-11-01	4
8671	261	35	2019-05-04	1
8672	276	35	2018-08-03	9
8673	13	35	2018-07-18	5
8674	14	35	2018-10-11	5
8675	88	35	2018-11-13	4
8676	303	35	2018-10-22	6
8677	143	35	2018-08-25	6
8678	319	35	2018-07-08	4
8679	67	35	2018-07-25	3
8680	252	35	2018-12-23	4
8681	270	35	2018-07-15	10
8682	60	35	2019-03-16	5
8683	95	35	2019-05-23	5
8684	18	35	2018-07-18	10
8685	7	35	2018-06-23	8
8686	230	35	2018-05-20	9
8687	35	35	2018-11-03	2
8688	5	35	2018-08-09	6
8689	132	35	2018-11-14	5
8690	256	35	2018-10-21	6
8691	243	35	2018-05-04	8
8692	307	35	2018-11-28	10
8693	30	35	2019-05-06	10
8694	205	35	2019-05-13	4
8695	1	35	2019-01-05	7
8696	310	35	2019-03-02	5
8697	178	35	2019-01-07	3
8698	293	35	2019-01-07	5
8699	315	35	2019-02-25	6
8700	248	35	2019-01-31	2
8701	91	35	2018-05-29	7
8702	274	35	2018-06-08	3
8703	163	35	2018-11-04	7
8704	239	35	2018-05-02	9
8705	229	35	2018-06-12	5
8706	208	35	2019-02-28	10
8707	129	35	2018-09-17	10
8708	59	35	2019-03-31	8
8709	201	35	2018-07-21	6
8710	49	35	2019-05-19	3
8711	200	35	2019-03-27	3
8712	118	35	2018-06-03	3
8713	176	35	2018-06-01	7
8714	97	35	2019-05-06	2
8715	142	35	2018-04-24	8
8716	68	35	2018-12-23	10
8717	294	35	2019-04-02	5
8718	165	35	2018-05-04	2
8719	46	35	2019-02-27	4
8720	238	35	2019-04-30	4
8721	8	35	2018-12-09	2
8722	76	35	2019-04-19	3
8723	301	35	2018-12-15	1
8724	15	35	2018-06-22	3
8725	258	35	2018-08-14	5
8726	99	35	2019-02-03	10
8727	215	35	2018-09-12	2
8728	12	35	2018-07-02	10
8729	131	35	2019-01-05	5
8730	177	35	2019-01-15	9
8731	173	35	2019-01-12	1
8732	246	35	2018-08-28	5
8733	153	35	2018-10-04	2
8734	108	35	2019-03-11	4
8735	184	35	2018-11-02	7
8736	152	35	2019-01-01	5
8737	75	35	2018-12-09	6
8738	23	35	2019-02-15	3
8739	38	35	2019-04-21	1
8740	81	35	2019-01-11	1
8741	260	35	2019-04-30	4
8742	151	35	2018-07-08	1
8743	224	35	2018-05-15	10
8744	85	35	2018-08-11	10
8745	70	35	2018-09-24	8
8746	251	35	2018-06-17	9
8747	110	35	2018-04-21	9
8748	93	35	2018-11-24	1
8749	122	35	2018-06-08	3
8750	159	35	2019-01-31	3
8751	56	35	2019-04-16	9
8752	286	35	2018-09-05	8
8753	2	35	2018-07-15	8
8754	170	35	2018-05-12	1
8755	52	35	2018-08-18	10
8756	105	35	2018-11-20	1
8757	144	35	2018-04-29	4
8758	254	35	2018-09-28	6
8759	280	35	2019-02-04	9
8760	79	35	2018-12-31	1
8761	9	35	2019-03-09	10
8762	298	35	2019-01-20	4
8763	195	35	2019-02-09	3
8764	211	35	2018-07-15	8
8765	158	35	2018-06-26	1
8766	32	35	2019-05-21	3
8767	277	35	2019-02-24	6
8768	168	35	2018-05-11	4
8769	250	35	2018-11-17	10
8770	115	35	2019-04-14	7
8771	106	35	2018-08-12	9
8772	188	35	2019-04-01	4
8773	278	35	2019-01-30	5
8774	179	35	2019-02-11	1
8775	107	35	2018-07-03	2
8776	117	35	2019-05-07	3
8777	134	35	2019-03-11	3
8778	126	35	2018-12-20	9
8779	227	35	2018-09-20	5
8780	63	35	2018-05-21	8
8781	54	35	2018-12-20	1
8782	125	35	2018-08-19	2
8783	92	35	2019-05-09	8
8784	24	35	2018-08-12	3
8785	288	35	2019-04-11	6
8786	207	35	2019-05-14	6
8787	313	35	2018-09-21	10
8788	249	35	2018-08-15	2
8789	233	35	2018-11-27	4
8790	234	35	2019-01-17	7
8791	50	35	2018-09-13	2
8792	198	35	2019-05-07	2
8793	255	35	2019-02-21	1
8794	71	35	2019-02-11	9
8795	264	35	2019-04-26	7
8796	111	35	2019-04-09	4
8797	136	35	2019-03-30	10
8798	51	35	2018-12-02	7
8799	16	35	2018-09-23	5
8800	222	35	2019-03-01	2
8801	192	35	2019-01-14	10
8802	4	35	2018-06-03	5
8803	102	35	2018-06-28	6
8804	161	35	2018-11-05	9
8805	162	35	2019-02-20	3
8806	231	35	2018-10-19	3
8807	127	35	2018-06-11	10
8808	196	35	2019-04-29	6
8809	185	35	2018-09-05	10
8810	135	35	2018-10-20	8
8811	281	35	2018-10-24	4
8812	141	35	2019-03-22	6
8813	113	35	2018-08-21	7
8814	47	35	2018-12-28	9
8815	232	35	2018-07-05	3
8816	42	35	2018-08-15	8
8817	174	35	2018-06-21	1
8818	306	35	2019-01-20	5
8819	98	35	2018-11-06	6
8820	11	35	2018-07-12	1
8821	169	35	2019-05-17	4
8822	45	35	2018-12-02	1
8823	291	35	2019-05-21	9
8824	6	35	2019-02-10	4
8825	20	35	2018-11-02	7
8826	3	35	2018-06-29	7
8827	304	35	2019-05-24	6
8828	279	35	2018-11-04	10
8829	300	35	2018-11-25	7
8830	121	35	2018-12-03	2
8831	296	35	2018-11-26	9
8832	26	35	2018-12-27	9
8833	166	35	2018-12-30	5
8834	240	35	2019-01-25	9
8835	25	35	2018-11-01	8
8836	218	35	2019-01-13	3
8837	206	35	2018-10-26	2
8838	29	36	2018-10-23	5
8839	142	36	2018-06-08	1
8840	226	36	2018-11-02	3
8841	273	36	2019-05-11	7
8842	19	36	2018-09-09	9
8843	181	36	2018-12-19	7
8844	85	36	2019-02-17	9
8845	267	36	2019-03-13	4
8846	94	36	2018-09-23	9
8847	76	36	2019-03-27	3
8848	66	36	2019-01-04	6
8849	91	36	2018-12-17	9
8850	170	36	2018-10-30	10
8851	196	36	2018-08-15	2
8852	2	36	2018-08-28	1
8853	204	36	2019-02-25	5
8854	55	36	2019-02-04	9
8855	169	36	2019-03-25	1
8856	194	36	2018-05-15	2
8857	299	36	2019-03-22	8
8858	320	36	2019-05-16	1
8859	263	36	2019-03-12	5
8860	165	36	2018-06-10	9
8861	68	36	2018-07-24	6
8862	44	36	2019-03-05	2
8863	297	36	2018-05-17	10
8864	14	36	2018-06-10	4
8865	253	36	2019-01-14	6
8866	110	36	2019-01-24	2
8867	260	36	2018-12-19	8
8868	264	36	2018-12-25	8
8869	188	36	2018-09-19	9
8870	63	36	2019-01-21	9
8871	145	36	2019-04-28	1
8872	302	36	2018-10-06	1
8873	132	36	2019-01-11	4
8874	51	36	2019-02-15	1
8875	131	36	2018-09-08	2
8876	239	36	2018-05-27	5
8877	36	36	2018-11-20	4
8878	108	36	2018-12-21	8
8879	74	36	2018-07-08	6
8880	13	36	2018-12-31	6
8881	151	36	2018-11-27	8
8882	93	36	2018-10-14	5
8883	47	36	2019-05-15	5
8884	137	36	2019-03-25	5
8885	161	36	2018-08-13	8
8886	198	36	2019-04-04	8
8887	219	36	2018-07-29	8
8888	60	36	2018-06-21	4
8889	208	36	2019-01-01	7
8890	166	36	2019-03-26	2
8891	184	36	2018-10-16	9
8892	83	36	2018-12-28	8
8893	200	36	2018-10-11	9
8894	243	36	2019-02-24	2
8895	173	36	2019-02-05	8
8896	283	36	2018-09-06	5
8897	227	36	2018-07-23	4
8898	148	36	2019-01-08	3
8899	257	36	2018-06-29	5
8900	50	36	2018-12-26	6
8901	122	36	2018-12-25	6
8902	216	36	2018-08-07	10
8903	141	36	2019-04-12	3
8904	49	36	2019-01-15	1
8905	5	36	2019-02-12	3
8906	178	36	2019-03-30	5
8907	305	36	2018-11-15	3
8908	59	36	2018-06-16	10
8909	156	36	2019-01-17	7
8910	135	36	2018-06-15	2
8911	22	36	2018-12-02	4
8912	183	36	2018-12-09	6
8913	149	36	2018-11-02	5
8914	185	36	2019-02-24	2
8915	240	36	2019-03-14	7
8916	308	36	2019-02-19	7
8917	231	36	2018-10-03	3
8918	313	36	2019-04-19	1
8919	177	36	2019-03-20	2
8920	312	36	2019-02-19	4
8921	287	36	2018-12-17	6
8922	134	36	2018-10-24	5
8923	289	36	2018-08-17	2
8924	130	36	2018-08-16	5
8925	41	36	2019-03-24	8
8926	202	36	2019-05-12	1
8927	280	36	2018-07-26	7
8928	199	36	2018-06-09	7
8929	87	36	2019-03-18	2
8930	241	36	2018-05-13	9
8931	224	36	2018-07-30	4
8932	65	36	2018-12-08	5
8933	217	36	2018-06-24	9
8934	176	36	2019-02-11	1
8935	111	36	2018-12-14	9
